date,amount,description,category
10-03-2024,42.52,Internet bill,Utilities
10-03-2024,152.06,Movie night,Entertainment
10-03-2024,214.61,Internet bill,Utilities
10-03-2024,234.5,Movie night,Entertainment
11-03-2024,31.5,Clothing purchase,Shopping
11-03-2024,155.46,Water bill,Utilities
11-03-2024,51.98,Electronics,Shopping
11-03-2024,55.71,Movie night,Entertainment
12-03-2024,195.32,Netflix subscription,Entertainment
12-03-2024,49.55,Netflix subscription,Entertainment
12-03-2024,186.27,Movie night,Entertainment
13-03-2024,160.65,Online shopping,Shopping
13-03-2024,56.88,Clothing purchase,Shopping
13-03-2024,209.95,Online shopping,Shopping
14-03-2024,111.67,Fuel refill,Transport
14-03-2024,134.26,Uber ride,Transport
14-03-2024,206.3,Fuel refill,Transport
14-03-2024,199.01,Grocery shopping,Food
15-03-2024,143.28,Netflix subscription,Entertainment
15-03-2024,45.73,Internet bill,Utilities
15-03-2024,156.21,Fuel refill,Transport
15-03-2024,183.27,Internet bill,Utilities
15-03-2024,181.68,Fuel refill,Transport
16-03-2024,124.37,Electronics,Shopping
16-03-2024,65.96,Coffee,Food
16-03-2024,86.94,Uber ride,Transport
16-03-2024,204.22,Clothing purchase,Shopping
17-03-2024,99.46,Electricity bill,Utilities
17-03-2024,214.72,Clothing purchase,Shopping
17-03-2024,202.25,Fuel refill,Transport
17-03-2024,22.08,Internet bill,Utilities
17-03-2024,128.08,Water bill,Utilities
17-03-2024,185.6,Restaurant,Food
18-03-2024,87.4,Clothing purchase,Shopping
18-03-2024,140.44,Uber ride,Transport
18-03-2024,123.83,Uber ride,Transport
18-03-2024,131.91,Fuel refill,Transport
19-03-2024,117.11,Restaurant,Food
19-03-2024,196.84,Coffee,Food
19-03-2024,116.92,Electricity bill,Utilities
20-03-2024,67.56,Bus ticket,Transport
20-03-2024,20.18,Restaurant,Food
20-03-2024,34.21,Fuel refill,Transport
20-03-2024,17.92,Fuel refill,Transport
20-03-2024,16.06,Electronics,Shopping
20-03-2024,66.47,Grocery shopping,Food
21-03-2024,14.78,Grocery shopping,Food
21-03-2024,146.52,Concert,Entertainment
21-03-2024,90.8,Uber ride,Transport
21-03-2024,94.87,Clothing purchase,Shopping
21-03-2024,192.82,Bus ticket,Transport
22-03-2024,143.34,Uber ride,Transport
22-03-2024,74.73,Coffee,Food
22-03-2024,159.54,Restaurant,Food
22-03-2024,123.09,Clothing purchase,Shopping
22-03-2024,46.59,Movie night,Entertainment
23-03-2024,32.76,Fuel refill,Transport
23-03-2024,139.09,Fuel refill,Transport
23-03-2024,20.65,Uber ride,Transport
23-03-2024,58.98,Netflix subscription,Entertainment
23-03-2024,131.11,Movie night,Entertainment
23-03-2024,8.93,Internet bill,Utilities
24-03-2024,215.86,Fuel refill,Transport
24-03-2024,7.59,Internet bill,Utilities
24-03-2024,146.04,Uber ride,Transport
24-03-2024,104.57,Electricity bill,Utilities
24-03-2024,163.93,Online shopping,Shopping
24-03-2024,71.53,Fuel refill,Transport
25-03-2024,54.44,Bus ticket,Transport
25-03-2024,78.74,Water bill,Utilities
25-03-2024,96.38,Electricity bill,Utilities
25-03-2024,175.47,Water bill,Utilities
26-03-2024,84.91,Electronics,Shopping
26-03-2024,113.49,Online shopping,Shopping
26-03-2024,238.26,Electronics,Shopping
27-03-2024,109.25,Electronics,Shopping
27-03-2024,13.44,Clothing purchase,Shopping
27-03-2024,205.08,Internet bill,Utilities
27-03-2024,136.9,Grocery shopping,Food
28-03-2024,157.19,Internet bill,Utilities
28-03-2024,244.36,Netflix subscription,Entertainment
28-03-2024,114.09,Fuel refill,Transport
28-03-2024,94.03,Clothing purchase,Shopping
29-03-2024,86.38,Electricity bill,Utilities
29-03-2024,232.7,Grocery shopping,Food
29-03-2024,200.51,Bus ticket,Transport
29-03-2024,99.87,Online shopping,Shopping
30-03-2024,245.82,Uber ride,Transport
30-03-2024,104.26,Fuel refill,Transport
30-03-2024,111.46,Fuel refill,Transport
30-03-2024,49.26,Online shopping,Shopping
30-03-2024,58.6,Movie night,Entertainment
31-03-2024,150.3,Fuel refill,Transport
31-03-2024,37.67,Online shopping,Shopping
31-03-2024,76.46,Bus ticket,Transport
31-03-2024,75.86,Electricity bill,Utilities
31-03-2024,167.62,Coffee,Food
01-04-2024,217.06,Concert,Entertainment
01-04-2024,42.18,Uber ride,Transport
01-04-2024,167.86,Restaurant,Food
,,,
02-04-2024,74.17,Electricity bill,Utilities
02-04-2024,67.82,Water bill,Utilities
02-04-2024,200.36,Coffee,Food
02-04-2024,127.98,Concert,Entertainment
03-04-2024,147.61,Restaurant,Food
03-04-2024,113.67,Electronics,Shopping
03-04-2024,241.84,Internet bill,Utilities
03-04-2024,216.59,Restaurant,Food
03-04-2024,109.58,Bus ticket,Transport
03-04-2024,12.45,Water bill,Utilities
04-04-2024,59.07,Water bill,Utilities
04-04-2024,206.56,Electronics,Shopping
04-04-2024,76.26,Online shopping,Shopping
04-04-2024,215.18,Fuel refill,Transport
04-04-2024,48.04,Clothing purchase,Shopping
04-04-2024,120.55,Water bill,Utilities
05-04-2024,86.52,Grocery shopping,Food
05-04-2024,89.04,Uber ride,Transport
05-04-2024,85.66,Uber ride,Transport
05-04-2024,117.79,Clothing purchase,Shopping
05-04-2024,132.78,Concert,Entertainment
06-04-2024,74.05,Electricity bill,Utilities
06-04-2024,14.64,Clothing purchase,Shopping
06-04-2024,194.75,Grocery shopping,Food
07-04-2024,234.28,Electricity bill,Utilities
07-04-2024,76.11,Concert,Entertainment
07-04-2024,32.42,Fuel refill,Transport
08-04-2024,111.05,Restaurant,Food
08-04-2024,66.46,Restaurant,Food
08-04-2024,197.37,Grocery shopping,Food
08-04-2024,236.62,Netflix subscription,Entertainment
08-04-2024,73.28,Internet bill,Utilities
08-04-2024,39.99,Electricity bill,Utilities
09-04-2024,206.79,Grocery shopping,Food
09-04-2024,148.97,Grocery shopping,Food
09-04-2024,101.11,Fuel refill,Transport
09-04-2024,112.69,Netflix subscription,Entertainment
10-04-2024,23.21,Electronics,Shopping
10-04-2024,218.07,Electricity bill,Utilities
10-04-2024,144.86,Netflix subscription,Entertainment
10-04-2024,158.18,Grocery shopping,Food
11-04-2024,144.69,Concert,Entertainment
11-04-2024,235.88,Uber ride,Transport
11-04-2024,10.89,Grocery shopping,Food
11-04-2024,173.64,Bus ticket,Transport
11-04-2024,57.22,Netflix subscription,Entertainment
12-04-2024,136.86,Clothing purchase,Shopping
12-04-2024,104.38,Coffee,Food
12-04-2024,36.66,Clothing purchase,Shopping
12-04-2024,60.68,Electricity bill,Utilities
13-04-2024,27.19,Clothing purchase,Shopping
13-04-2024,95.89,Movie night,Entertainment
13-04-2024,8.35,Concert,Entertainment
13-04-2024,12.09,Coffee,Food
13-04-2024,12.94,Coffee,Food
14-04-2024,146.24,Electronics,Shopping
14-04-2024,203.44,Netflix subscription,Entertainment
14-04-2024,59.97,Grocery shopping,Food
14-04-2024,68.91,Restaurant,Food
14-04-2024,49.61,Movie night,Entertainment
14-04-2024,24.5,Uber ride,Transport
15-04-2024,39.17,Bus ticket,Transport
15-04-2024,217.66,Clothing purchase,Shopping
15-04-2024,100.25,Bus ticket,Transport
15-04-2024,69.31,Internet bill,Utilities
15-04-2024,180.95,Coffee,Food
15-04-2024,139.84,Concert,Entertainment
16-04-2024,224.41,Internet bill,Utilities
16-04-2024,222.81,Electricity bill,Utilities
16-04-2024,47.39,Bus ticket,Transport
16-04-2024,17.66,Electricity bill,Utilities
17-04-2024,188.09,Grocery shopping,Food
17-04-2024,83.58,Internet bill,Utilities
17-04-2024,80.82,Uber ride,Transport
17-04-2024,105.72,Water bill,Utilities
17-04-2024,146.25,Bus ticket,Transport
17-04-2024,64.19,Fuel refill,Transport
18-04-2024,213.24,Coffee,Food
18-04-2024,126.53,Concert,Entertainment
18-04-2024,125.56,Uber ride,Transport
18-04-2024,73.18,Clothing purchase,Shopping
19-04-2024,12.44,Water bill,Utilities
19-04-2024,117.78,Fuel refill,Transport
19-04-2024,37.78,Concert,Entertainment
19-04-2024,22.8,Bus ticket,Transport
20-04-2024,156.96,Online shopping,Shopping
20-04-2024,75.98,Uber ride,Transport
20-04-2024,191.28,Restaurant,Food
20-04-2024,58.28,Fuel refill,Transport
20-04-2024,100.77,Netflix subscription,Entertainment
20-04-2024,107.49,Water bill,Utilities
21-04-2024,21.67,Grocery shopping,Food
21-04-2024,70.61,Concert,Entertainment
21-04-2024,215.29,Grocery shopping,Food
21-04-2024,162.9,Electronics,Shopping
21-04-2024,19.92,Electricity bill,Utilities
21-04-2024,7.41,Restaurant,Food
22-04-2024,217.23,Bus ticket,Transport
22-04-2024,216.24,Concert,Entertainment
22-04-2024,246.06,Internet bill,Utilities
22-04-2024,246.91,Electronics,Shopping
22-04-2024,167.27,Grocery shopping,Food
22-04-2024,229.2,Electricity bill,Utilities
23-04-2024,144.23,Restaurant,Food
23-04-2024,121.24,Electronics,Shopping
23-04-2024,146.93,Clothing purchase,Shopping
24-04-2024,159.77,Clothing purchase,Shopping
24-04-2024,17.54,Bus ticket,Transport
24-04-2024,125.54,Netflix subscription,Entertainment
24-04-2024,49.53,Uber ride,Transport
24-04-2024,17.92,Electricity bill,Utilities
25-04-2024,78,Coffee,Food
25-04-2024,45.07,Electronics,Shopping
25-04-2024,195.09,Movie night,Entertainment
25-04-2024,158.96,Uber ride,Transport
25-04-2024,209.41,Electricity bill,Utilities
25-04-2024,163.37,Online shopping,Shopping
26-04-2024,66.69,Bus ticket,Transport
26-04-2024,25.89,Uber ride,Transport
26-04-2024,127.3,Clothing purchase,Shopping
26-04-2024,37.69,Bus ticket,Transport
27-04-2024,58.98,Internet bill,Utilities
27-04-2024,219.9,Movie night,Entertainment
27-04-2024,70.45,Online shopping,Shopping
27-04-2024,111.74,Electronics,Shopping
27-04-2024,23.44,Online shopping,Shopping
27-04-2024,17.08,Fuel refill,Transport
28-04-2024,68.71,Bus ticket,Transport
28-04-2024,206.18,Electronics,Shopping
28-04-2024,116.21,Electronics,Shopping
28-04-2024,233.43,Netflix subscription,Entertainment
28-04-2024,88.54,Clothing purchase,Shopping
28-04-2024,69.57,Internet bill,Utilities
29-04-2024,11.04,Electronics,Shopping
29-04-2024,182.7,Bus ticket,Transport
29-04-2024,243.74,Electronics,Shopping
29-04-2024,27.49,Bus ticket,Transport
29-04-2024,163.6,Bus ticket,Transport
29-04-2024,164.3,Concert,Entertainment
30-04-2024,189.19,Grocery shopping,Food
30-04-2024,57.1,Water bill,Utilities
30-04-2024,20.74,Uber ride,Transport
30-04-2024,18.5,Clothing purchase,Shopping
30-04-2024,119.91,Uber ride,Transport
01-05-2024,81.35,Uber ride,Transport
01-05-2024,87.87,Online shopping,Shopping
01-05-2024,122.08,Coffee,Food
,,,
02-05-2024,188.64,Fuel refill,Transport
02-05-2024,80.2,Uber ride,Transport
02-05-2024,35.69,Fuel refill,Transport
02-05-2024,7.92,Netflix subscription,Entertainment
03-05-2024,223.25,Water bill,Utilities
03-05-2024,217.99,Netflix subscription,Entertainment
03-05-2024,127.75,Movie night,Entertainment
03-05-2024,210.52,Movie night,Entertainment
03-05-2024,139.89,Netflix subscription,Entertainment
04-05-2024,159.61,Electronics,Shopping
04-05-2024,153.41,Clothing purchase,Shopping
04-05-2024,134.13,Fuel refill,Transport
04-05-2024,172.53,Coffee,Food
04-05-2024,183.23,Fuel refill,Transport
04-05-2024,50.14,Electricity bill,Utilities
05-05-2024,9.29,Grocery shopping,Food
05-05-2024,54.7,Internet bill,Utilities
05-05-2024,137.63,Online shopping,Shopping
05-05-2024,248.72,Coffee,Food
06-05-2024,185.13,Fuel refill,Transport
06-05-2024,173.3,Concert,Entertainment
06-05-2024,173.91,Bus ticket,Transport
07-05-2024,36.81,Movie night,Entertainment
07-05-2024,215.36,Grocery shopping,Food
07-05-2024,158.95,Coffee,Food
08-05-2024,85.5,Restaurant,Food
08-05-2024,156.48,Clothing purchase,Shopping
08-05-2024,177.3,Uber ride,Transport
08-05-2024,188.14,Uber ride,Transport
08-05-2024,9.7,Electricity bill,Utilities
08-05-2024,13.09,Netflix subscription,Entertainment
09-05-2024,198.29,Coffee,Food
09-05-2024,157.2,Movie night,Entertainment
09-05-2024,123.48,Clothing purchase,Shopping
10-05-2024,244.14,Bus ticket,Transport
10-05-2024,163.25,Water bill,Utilities
10-05-2024,150.45,Restaurant,Food
10-05-2024,228.35,Bus ticket,Transport
10-05-2024,45.53,Electronics,Shopping
10-05-2024,246.06,Movie night,Entertainment
11-05-2024,143.33,Uber ride,Transport
11-05-2024,229.25,Concert,Entertainment
11-05-2024,53.18,Restaurant,Food
12-05-2024,155.35,Fuel refill,Transport
12-05-2024,172.57,Internet bill,Utilities
12-05-2024,78.89,Electricity bill,Utilities
12-05-2024,27.79,Movie night,Entertainment
12-05-2024,30.64,Coffee,Food
12-05-2024,199.92,Bus ticket,Transport
13-05-2024,115.83,Movie night,Entertainment
13-05-2024,28.91,Online shopping,Shopping
13-05-2024,45.41,Electricity bill,Utilities
13-05-2024,136.63,Restaurant,Food
13-05-2024,9.33,Electronics,Shopping
13-05-2024,47.19,Clothing purchase,Shopping
14-05-2024,39.45,Water bill,Utilities
14-05-2024,49.94,Grocery shopping,Food
14-05-2024,246.47,Netflix subscription,Entertainment
15-05-2024,222.33,Bus ticket,Transport
15-05-2024,59.79,Bus ticket,Transport
15-05-2024,205.19,Netflix subscription,Entertainment
15-05-2024,110.38,Electricity bill,Utilities
15-05-2024,145.49,Water bill,Utilities
16-05-2024,235.42,Uber ride,Transport
16-05-2024,63.64,Online shopping,Shopping
16-05-2024,121.15,Grocery shopping,Food
16-05-2024,71.5,Fuel refill,Transport
17-05-2024,181.66,Clothing purchase,Shopping
17-05-2024,171.74,Fuel refill,Transport
17-05-2024,117.15,Internet bill,Utilities
18-05-2024,62.58,Water bill,Utilities
18-05-2024,217.8,Concert,Entertainment
18-05-2024,9.14,Uber ride,Transport
19-05-2024,48.45,Bus ticket,Transport
19-05-2024,56.8,Grocery shopping,Food
19-05-2024,167.4,Water bill,Utilities
19-05-2024,25.57,Electricity bill,Utilities
20-05-2024,38.26,Electricity bill,Utilities
20-05-2024,20.13,Online shopping,Shopping
20-05-2024,132.82,Restaurant,Food
20-05-2024,204.91,Fuel refill,Transport
21-05-2024,27.67,Clothing purchase,Shopping
21-05-2024,107.64,Uber ride,Transport
21-05-2024,178.7,Electricity bill,Utilities
22-05-2024,206.11,Water bill,Utilities
22-05-2024,22.17,Restaurant,Food
22-05-2024,147.29,Coffee,Food
22-05-2024,79.94,Uber ride,Transport
22-05-2024,20.48,Clothing purchase,Shopping
23-05-2024,93.5,Concert,Entertainment
23-05-2024,22.32,Clothing purchase,Shopping
23-05-2024,13.43,Netflix subscription,Entertainment
23-05-2024,215.44,Restaurant,Food
24-05-2024,223.3,Movie night,Entertainment
24-05-2024,180.16,Electricity bill,Utilities
24-05-2024,228,Concert,Entertainment
24-05-2024,158.56,Fuel refill,Transport
25-05-2024,72.9,Internet bill,Utilities
25-05-2024,185.33,Bus ticket,Transport
25-05-2024,128.98,Internet bill,Utilities
25-05-2024,240.14,Coffee,Food
25-05-2024,167.76,Electricity bill,Utilities
25-05-2024,9.68,Concert,Entertainment
26-05-2024,111.65,Movie night,Entertainment
26-05-2024,6.83,Movie night,Entertainment
26-05-2024,40.65,Electricity bill,Utilities
26-05-2024,70.95,Electronics,Shopping
26-05-2024,112.84,Fuel refill,Transport
27-05-2024,106.83,Online shopping,Shopping
27-05-2024,137.6,Online shopping,Shopping
27-05-2024,176.78,Coffee,Food
28-05-2024,248.93,Fuel refill,Transport
28-05-2024,37.01,Fuel refill,Transport
28-05-2024,217.89,Fuel refill,Transport
29-05-2024,148.63,Uber ride,Transport
29-05-2024,25.01,Internet bill,Utilities
29-05-2024,229.14,Clothing purchase,Shopping
29-05-2024,234.05,Bus ticket,Transport
30-05-2024,116.84,Concert,Entertainment
30-05-2024,157.62,Fuel refill,Transport
30-05-2024,195.61,Restaurant,Food
30-05-2024,45.32,Netflix subscription,Entertainment
31-05-2024,233.73,Grocery shopping,Food
31-05-2024,35.68,Uber ride,Transport
31-05-2024,11.92,Concert,Entertainment
31-05-2024,92.9,Movie night,Entertainment
01-06-2024,31.82,Coffee,Food
01-06-2024,241.3,Grocery shopping,Food
01-06-2024,122.51,Restaurant,Food
01-06-2024,6.19,Coffee,Food
01-06-2024,29.61,Clothing purchase,Shopping
01-06-2024,11.04,Restaurant,Food
,,,
02-06-2024,184.49,Movie night,Entertainment
02-06-2024,212.18,Uber ride,Transport
02-06-2024,62.41,Water bill,Utilities
02-06-2024,30.39,Movie night,Entertainment
02-06-2024,70.87,Movie night,Entertainment
02-06-2024,215.24,Uber ride,Transport
03-06-2024,44.12,Fuel refill,Transport
03-06-2024,34.79,Grocery shopping,Food
03-06-2024,95.34,Uber ride,Transport
03-06-2024,33.36,Online shopping,Shopping
03-06-2024,39.13,Movie night,Entertainment
03-06-2024,169.73,Electricity bill,Utilities
04-06-2024,207.26,Bus ticket,Transport
04-06-2024,54.22,Internet bill,Utilities
04-06-2024,235.51,Online shopping,Shopping
04-06-2024,144.02,Electronics,Shopping
04-06-2024,146.07,Bus ticket,Transport
05-06-2024,240.29,Electronics,Shopping
05-06-2024,68.16,Concert,Entertainment
05-06-2024,233.41,Coffee,Food
05-06-2024,88.71,Online shopping,Shopping
06-06-2024,117.59,Online shopping,Shopping
06-06-2024,168.5,Clothing purchase,Shopping
06-06-2024,192.56,Restaurant,Food
06-06-2024,84.24,Uber ride,Transport
06-06-2024,136.45,Netflix subscription,Entertainment
06-06-2024,57.19,Online shopping,Shopping
07-06-2024,240.77,Grocery shopping,Food
07-06-2024,22.86,Internet bill,Utilities
07-06-2024,201.9,Online shopping,Shopping
07-06-2024,233.93,Netflix subscription,Entertainment
07-06-2024,217.28,Clothing purchase,Shopping
07-06-2024,68.87,Uber ride,Transport
08-06-2024,214.76,Clothing purchase,Shopping
08-06-2024,29.96,Electricity bill,Utilities
08-06-2024,240.4,Fuel refill,Transport
09-06-2024,62.25,Bus ticket,Transport
09-06-2024,83.41,Clothing purchase,Shopping
09-06-2024,36.07,Uber ride,Transport
09-06-2024,15.9,Internet bill,Utilities
09-06-2024,176.59,Movie night,Entertainment
09-06-2024,147.42,Clothing purchase,Shopping
10-06-2024,234.36,Grocery shopping,Food
10-06-2024,237.82,Coffee,Food
10-06-2024,212.81,Clothing purchase,Shopping
11-06-2024,125.13,Clothing purchase,Shopping
11-06-2024,140.78,Coffee,Food
11-06-2024,233.96,Grocery shopping,Food
11-06-2024,63.39,Coffee,Food
11-06-2024,134.3,Netflix subscription,Entertainment
12-06-2024,63.52,Internet bill,Utilities
12-06-2024,79.75,Electronics,Shopping
12-06-2024,117.86,Fuel refill,Transport
13-06-2024,84.17,Coffee,Food
13-06-2024,92.36,Uber ride,Transport
13-06-2024,241.55,Grocery shopping,Food
13-06-2024,50.19,Electricity bill,Utilities
13-06-2024,55.47,Netflix subscription,Entertainment
14-06-2024,63.2,Online shopping,Shopping
14-06-2024,75.09,Internet bill,Utilities
14-06-2024,55.22,Grocery shopping,Food
14-06-2024,17.81,Bus ticket,Transport
14-06-2024,53.56,Fuel refill,Transport
14-06-2024,83.21,Bus ticket,Transport
15-06-2024,70.54,Clothing purchase,Shopping
15-06-2024,53.02,Internet bill,Utilities
15-06-2024,244.24,Electronics,Shopping
15-06-2024,231.21,Coffee,Food
15-06-2024,71.09,Uber ride,Transport
16-06-2024,247.34,Coffee,Food
16-06-2024,169.65,Internet bill,Utilities
16-06-2024,32.84,Movie night,Entertainment
16-06-2024,249.87,Concert,Entertainment
17-06-2024,129.88,Coffee,Food
17-06-2024,74.75,Concert,Entertainment
17-06-2024,190.3,Online shopping,Shopping
17-06-2024,23.98,Bus ticket,Transport
17-06-2024,161.4,Bus ticket,Transport
18-06-2024,161.16,Uber ride,Transport
18-06-2024,119.26,Bus ticket,Transport
18-06-2024,186.39,Bus ticket,Transport
18-06-2024,190.35,Netflix subscription,Entertainment
19-06-2024,124.41,Uber ride,Transport
19-06-2024,236.82,Netflix subscription,Entertainment
19-06-2024,17.33,Water bill,Utilities
19-06-2024,12.96,Water bill,Utilities
20-06-2024,248.93,Bus ticket,Transport
20-06-2024,183.83,Clothing purchase,Shopping
20-06-2024,115.27,Clothing purchase,Shopping
21-06-2024,18.7,Concert,Entertainment
21-06-2024,17.94,Uber ride,Transport
21-06-2024,18.35,Netflix subscription,Entertainment
22-06-2024,134.12,Uber ride,Transport
22-06-2024,86.26,Netflix subscription,Entertainment
22-06-2024,127.28,Online shopping,Shopping
22-06-2024,10.39,Internet bill,Utilities
22-06-2024,93.22,Restaurant,Food
23-06-2024,27.67,Movie night,Entertainment
23-06-2024,5.54,Bus ticket,Transport
23-06-2024,211.34,Restaurant,Food
23-06-2024,22.77,Coffee,Food
23-06-2024,103.62,Water bill,Utilities
23-06-2024,164.31,Bus ticket,Transport
24-06-2024,232.03,Electricity bill,Utilities
24-06-2024,82.31,Movie night,Entertainment
24-06-2024,222.74,Internet bill,Utilities
24-06-2024,233.26,Electronics,Shopping
24-06-2024,70.65,Grocery shopping,Food
25-06-2024,196.24,Fuel refill,Transport
25-06-2024,94.85,Water bill,Utilities
25-06-2024,158.91,Water bill,Utilities
25-06-2024,246.55,Uber ride,Transport
25-06-2024,146.75,Fuel refill,Transport
25-06-2024,140.75,Electricity bill,Utilities
26-06-2024,211.57,Uber ride,Transport
26-06-2024,107.77,Water bill,Utilities
26-06-2024,28.24,Electronics,Shopping
26-06-2024,186.42,Bus ticket,Transport
26-06-2024,46.45,Movie night,Entertainment
27-06-2024,181.43,Fuel refill,Transport
27-06-2024,118.63,Electricity bill,Utilities
27-06-2024,103.08,Movie night,Entertainment
28-06-2024,229.81,Concert,Entertainment
28-06-2024,247.73,Concert,Entertainment
28-06-2024,213.63,Bus ticket,Transport
28-06-2024,243.82,Netflix subscription,Entertainment
28-06-2024,17.46,Movie night,Entertainment
29-06-2024,79.25,Concert,Entertainment
29-06-2024,90.75,Electronics,Shopping
29-06-2024,21.08,Coffee,Food
29-06-2024,149.76,Restaurant,Food
30-06-2024,94.32,Clothing purchase,Shopping
30-06-2024,207.58,Water bill,Utilities
30-06-2024,20.3,Concert,Entertainment
30-06-2024,113.89,Electricity bill,Utilities
30-06-2024,110.87,Online shopping,Shopping
01-07-2024,79.22,Uber ride,Transport
01-07-2024,238.17,Movie night,Entertainment
01-07-2024,217.68,Clothing purchase,Shopping
,,,
02-07-2024,25.4,Movie night,Entertainment
02-07-2024,9.34,Uber ride,Transport
02-07-2024,195.59,Concert,Entertainment
03-07-2024,8.31,Electronics,Shopping
03-07-2024,203.16,Bus ticket,Transport
03-07-2024,133.44,Grocery shopping,Food
03-07-2024,71.01,Internet bill,Utilities
04-07-2024,182.27,Grocery shopping,Food
04-07-2024,163.69,Clothing purchase,Shopping
04-07-2024,156.44,Uber ride,Transport
05-07-2024,23.8,Online shopping,Shopping
05-07-2024,237.93,Fuel refill,Transport
05-07-2024,119.34,Concert,Entertainment
06-07-2024,244.84,Grocery shopping,Food
06-07-2024,108.27,Water bill,Utilities
06-07-2024,117.87,Restaurant,Food
07-07-2024,163.08,Water bill,Utilities
07-07-2024,107.34,Concert,Entertainment
07-07-2024,175.98,Electronics,Shopping
07-07-2024,249.84,Fuel refill,Transport
08-07-2024,14.19,Water bill,Utilities
08-07-2024,242.26,Uber ride,Transport
08-07-2024,230.31,Grocery shopping,Food
08-07-2024,56.22,Electronics,Shopping
08-07-2024,137.69,Grocery shopping,Food
09-07-2024,147.63,Clothing purchase,Shopping
09-07-2024,45.25,Concert,Entertainment
09-07-2024,167.68,Restaurant,Food
09-07-2024,234.2,Coffee,Food
09-07-2024,14.66,Netflix subscription,Entertainment
10-07-2024,237.2,Electronics,Shopping
10-07-2024,31.03,Bus ticket,Transport
10-07-2024,11.82,Electronics,Shopping
11-07-2024,186.95,Movie night,Entertainment
11-07-2024,143.41,Electronics,Shopping
11-07-2024,160.27,Coffee,Food
11-07-2024,113.52,Restaurant,Food
11-07-2024,230.09,Concert,Entertainment
12-07-2024,200.09,Coffee,Food
12-07-2024,166.78,Fuel refill,Transport
12-07-2024,235.47,Online shopping,Shopping
13-07-2024,102.03,Water bill,Utilities
13-07-2024,109.07,Coffee,Food
13-07-2024,185.14,Electricity bill,Utilities
13-07-2024,38.64,Bus ticket,Transport
14-07-2024,183.88,Restaurant,Food
14-07-2024,149.75,Restaurant,Food
14-07-2024,221,Movie night,Entertainment
14-07-2024,194.79,Electricity bill,Utilities
15-07-2024,97.78,Electricity bill,Utilities
15-07-2024,219.17,Bus ticket,Transport
15-07-2024,53.56,Concert,Entertainment
15-07-2024,249.87,Clothing purchase,Shopping
15-07-2024,75.6,Coffee,Food
16-07-2024,249.23,Uber ride,Transport
16-07-2024,83.47,Restaurant,Food
16-07-2024,104.4,Grocery shopping,Food
16-07-2024,245.56,Internet bill,Utilities
16-07-2024,237.45,Internet bill,Utilities
16-07-2024,203.81,Bus ticket,Transport
17-07-2024,22.28,Electronics,Shopping
17-07-2024,192.76,Netflix subscription,Entertainment
17-07-2024,163.64,Bus ticket,Transport
17-07-2024,179.92,Netflix subscription,Entertainment
18-07-2024,157.39,Electricity bill,Utilities
18-07-2024,183.25,Electricity bill,Utilities
18-07-2024,93.15,Movie night,Entertainment
18-07-2024,52.74,Concert,Entertainment
19-07-2024,108.97,Bus ticket,Transport
19-07-2024,152.93,Grocery shopping,Food
19-07-2024,105.65,Bus ticket,Transport
19-07-2024,241.68,Grocery shopping,Food
19-07-2024,11.33,Electronics,Shopping
19-07-2024,240.92,Fuel refill,Transport
20-07-2024,121.24,Coffee,Food
20-07-2024,25.77,Netflix subscription,Entertainment
20-07-2024,73.44,Electricity bill,Utilities
20-07-2024,231.18,Movie night,Entertainment
20-07-2024,200.78,Restaurant,Food
21-07-2024,212.11,Clothing purchase,Shopping
21-07-2024,245.29,Bus ticket,Transport
21-07-2024,60.29,Movie night,Entertainment
21-07-2024,199.17,Netflix subscription,Entertainment
21-07-2024,249.65,Online shopping,Shopping
22-07-2024,24.6,Water bill,Utilities
22-07-2024,140.88,Online shopping,Shopping
22-07-2024,7.23,Movie night,Entertainment
22-07-2024,217.65,Coffee,Food
22-07-2024,20.03,Netflix subscription,Entertainment
22-07-2024,157.74,Bus ticket,Transport
23-07-2024,242,Grocery shopping,Food
23-07-2024,126.23,Internet bill,Utilities
23-07-2024,141.99,Grocery shopping,Food
23-07-2024,40.39,Movie night,Entertainment
24-07-2024,82.74,Netflix subscription,Entertainment
24-07-2024,7.08,Online shopping,Shopping
24-07-2024,179.69,Fuel refill,Transport
24-07-2024,17.97,Netflix subscription,Entertainment
24-07-2024,220.95,Online shopping,Shopping
24-07-2024,153.93,Restaurant,Food
25-07-2024,175.77,Clothing purchase,Shopping
25-07-2024,99.68,Clothing purchase,Shopping
25-07-2024,142.72,Restaurant,Food
25-07-2024,24.23,Electricity bill,Utilities
26-07-2024,243.82,Grocery shopping,Food
26-07-2024,95.77,Electricity bill,Utilities
26-07-2024,167.22,Netflix subscription,Entertainment
26-07-2024,219.08,Bus ticket,Transport
26-07-2024,112.22,Uber ride,Transport
26-07-2024,181.16,Coffee,Food
27-07-2024,198.68,Fuel refill,Transport
27-07-2024,155.98,Concert,Entertainment
27-07-2024,100.63,Restaurant,Food
28-07-2024,225.97,Electricity bill,Utilities
28-07-2024,151.12,Grocery shopping,Food
28-07-2024,132.43,Water bill,Utilities
28-07-2024,68.31,Uber ride,Transport
28-07-2024,225.4,Internet bill,Utilities
29-07-2024,218.04,Concert,Entertainment
29-07-2024,65.71,Fuel refill,Transport
29-07-2024,134.95,Restaurant,Food
29-07-2024,95.96,Grocery shopping,Food
